cluster,gene,logFC,pvals,adj_pvals
20,MDK,2.6912415,2.252782778547982e-06,3.107777277529625e-05
20,C8orf59,1.9013216,2.1122361902285385e-06,2.936235078241773e-05
20,PSMD2,2.249798,2.5159481062589267e-06,3.429067016703426e-05
20,TAGLN,4.45522,3.5881822672414242e-06,4.675987056670402e-05
20,PDCD5,1.4928155,2.5217296678467412e-06,3.4343646648428156e-05
20,TATDN1,2.3213956,3.945824501778968e-06,5.085369492638595e-05
20,LAPTM4A,1.6119876,3.3402296949233618e-06,4.387561136222883e-05
20,ENO1,1.1612499,1.8130416667781067e-06,2.563573033828919e-05
20,PSMB7,1.6576211,3.93896106848021e-06,5.081960661091869e-05
20,CNN3,1.5760695,3.439212756958784e-06,4.5012714545409294e-05
20,LMNA,1.6571659,4.247481043243043e-06,5.423678089940283e-05
20,RABAC1,1.3450593,3.7727089500742996e-06,4.8848496527140595e-05
20,ACTG2,6.1972876,7.096643361110671e-06,8.656854253489443e-05
20,MTDH,1.5150366,4.999980914351977e-06,6.285343553013751e-05
20,TMEM14C,1.6076454,4.7631939030811026e-06,6.00851885046285e-05
20,AARD,3.994973,8.544281532270393e-06,0.0001021650338624442
20,POLR2K,1.8007087,6.881766905886411e-06,8.411718725758798e-05
20,HMGA1,1.9699903,6.70271153594815e-06,8.23171084093036e-05
20,STOML2,1.7037926,7.70340656252831e-06,9.315520397528398e-05
20,ZNF706,1.8227019,1.0745794789554372e-05,0.00012558931150886661
20,TMEM59,1.2288382,7.791185703838344e-06,9.415388216898512e-05
20,PRDX4,2.3656244,1.3057841583357436e-05,0.0001489612928769794
20,MYL12A,1.0684501,7.295895244092812e-06,8.881980731341195e-05
20,GUK1,1.0950574,9.59455767486885e-06,0.00011337714926489418
20,CLIC1,1.1945466,1.0042371373816473e-05,0.00011828334366028018
20,NDUFB9,2.0551677,1.6319546558784858e-05,0.00018137610084064567
20,DEK,2.0792654,1.6877528597560893e-05,0.0001868900188686538
20,ARPC5,1.6549307,1.5934513161837723e-05,0.00017753221885963885
20,SSR2,1.1991774,1.324965516489101e-05,0.00015079180720083132
20,FAM49B,2.1556365,2.1536852880630088e-05,0.00023169052354135407
20,TM4SF1,1.8552653,1.8426970820641443e-05,0.0002019502418777312
20,MFGE8,2.299242,2.2445459853330686e-05,0.00024032418828194056
20,HMGN1,1.0906023,1.8011272470355246e-05,0.00019787293095159368
20,MYLK,3.717239,2.7459768626778563e-05,0.00028855839182470437
20,SRSF9,1.3975139,2.3427034781388728e-05,0.0002493610449102956
20,HIST1H2AC,3.51016,3.37210947263702e-05,0.00034554114420854305
20,S100A6,1.841507,2.6513547835245357e-05,0.00027975033853870347
20,VIM,1.6018757,1.982040054217421e-05,0.0002153983217194196
20,TUBA1A,2.3011112,3.269887163864981e-05,0.00033582574855173095
20,MRPL13,2.0440485,3.642115746762975e-05,0.0003698943077183444
20,KRT7,2.1037478,3.388353094904312e-05,0.0003468135321927186
20,XRCC6,1.4300429,3.082217854399657e-05,0.00031963022337930534
20,YBX1,1.374132,3.125942600443956e-05,0.00032305565289764875
20,KRT23,3.627354,4.087854860054871e-05,0.0004091692161690483
20,TMEM123,1.3742781,3.108673543236198e-05,0.0003214542231502713
20,KLHDC3,3.0104506,4.981244115972967e-05,0.00048597961297223877
20,COX20,1.5074223,4.0697951039225664e-05,0.00040759267735885897
20,CCT2,1.2077624,3.1404137323528e-05,0.0003241815474166242
20,OAT,2.2102838,4.9954945477695054e-05,0.00048710774431101573
20,TROVE2,2.0746171,4.9710440334286845e-05,0.00048524563917049955
20,RPL7,1.2151097,4.316439863433787e-05,0.0004287348241340507
20,RSU1,2.2684567,5.275633571673052e-05,0.0005111245844666884
20,MGST3,1.1570474,4.379345986588493e-05,0.00043379456119611805
20,CD59,1.9941562,5.5461931893034124e-05,0.0005353346322816984
20,CUTA,1.6345655,5.586088816952431e-05,0.000538611872260089
20,PABPC1,1.4897368,5.526503759797621e-05,0.0005337183465841848
20,VPS35,1.6547291,5.3658479466002505e-05,0.0005190326879830456
20,ENY2,1.6117237,5.843814657820064e-05,0.0005610743024486456
20,GLO1,2.120826,6.17995969684877e-05,0.0005902219674645819
20,SLC52A2,2.222229,7.048408499604557e-05,0.0006630332167739066
20,COX7B,1.1181049,5.878630521796703e-05,0.0005635216048049119
20,SNRPC,1.9788305,7.170868128542163e-05,0.000672807073323415
20,UBE2L3,1.48273,6.753793225078343e-05,0.0006393003122245176
20,S100A1,4.1967483,8.15073633513854e-05,0.0007519002419697523
20,DSC2,3.3750284,8.340959266091034e-05,0.0007671058783177686
20,BCL7C,1.758344,7.369381362679906e-05,0.0006900040080645591
20,TALDO1,1.2427951,6.491604584162242e-05,0.000615768269477284
20,FXYD6,4.355075,8.701886818666939e-05,0.000796913983764066
20,COMMD2,1.9972451,7.899293785696884e-05,0.0007328070545206111
20,POLR2F,1.5207298,7.532709218216145e-05,0.0007034797526975995
20,CXCL16,2.083345,8.140878404360825e-05,0.000751373232361755
20,KRTCAP3,2.5950813,8.935375791762762e-05,0.0008135186186704349
20,PPP1CB,1.5377879,7.944990720812479e-05,0.000736292672782044
20,SAYSD1,2.7335227,9.899135476668096e-05,0.0008887648775907013
20,PEBP1,1.2206744,8.278966467578648e-05,0.0007621778829751049
20,RAB1A,1.2937549,8.701890038786617e-05,0.000796913983764066
20,MAPK13,2.4673603,0.00010522101658805028,0.0009368081373730783
20,SSB,1.4983695,9.748511233105896e-05,0.0008776770466940625
20,SERPINH1,2.5235116,0.00010958400058045313,0.0009699361223251338
20,TPD52,2.067292,0.00010762597350031626,0.000955872622067728
20,PFDN6,1.7731223,0.0001013949734859303,0.000907199745498252
20,MRPL2,2.6463706,0.00011222734500143295,0.0009885058711569363
20,AP2M1,1.6818883,0.00011533136622193983,0.0010124027484286215
20,NELFE,1.7741901,0.00011493990873045279,0.001009944607637866
20,JAGN1,2.4017727,0.00012569851353779865,0.001094340601984799
20,TBCB,1.459,0.00011130731262657229,0.000982789895753471
20,ELF5,4.274968,0.00013227533940275807,0.0011450597313055375
20,MRPL14,1.8474667,0.00012463378631667393,0.0010866939127284023
20,RBM8A,1.3141906,0.00011580315203007211,0.0010155605887030078
20,NFIB,2.3242676,0.0001325765281973104,0.0011465719115613768
20,PSMB5,1.1419834,0.00011230535430116656,0.0009887125582405277
20,MAF1,1.8312241,0.00013670896946120975,0.001176696813591334
20,IFI6,2.164173,0.0001384315343096317,0.0011898285549695087
20,MEA1,1.9318155,0.00014559208866750338,0.0012454685187710398
20,MRPS10,2.0979798,0.00015201597488112605,0.0012937059045399868
20,DBI,1.8857193,0.00015078909420588782,0.001284470822683331
20,SDC2,2.8827808,0.0001575112639812597,0.001336081741782075
20,RBP7,2.5929544,0.00016380884159887201,0.0013817416806248268
20,PUF60,1.8942156,0.00016961050895465647,0.001421879283185697
20,ARF4,1.3917489,0.00015901978328254886,0.0013479022428528856
20,RCN1,2.575187,0.0001835735934581148,0.0015222500130902318
20,NOL7,1.4706873,0.00017402547195582383,0.00145438438457502
20,TAX1BP3,2.318985,0.00018945500149031484,0.0015652920747561245
20,KRT17,3.322545,0.0001921137033234751,0.0015850910788095737
20,CAMTA1,1.3695577,0.00017512356874459055,0.001461168923179081
20,MAGEF1,2.6740575,0.00020713711662262164,0.0016959234476143913
20,CALML5,3.4017246,0.00021202496414814717,0.0017320308810786227
20,YBX3,1.4349601,0.0001797828161737924,0.0014949188572396031
20,FABP5,2.4479387,0.00022112485824416438,0.0017934363782514398
20,THUMPD3-AS1,1.9013243,0.0002199189922445739,0.0017857734440451074
20,CLNS1A,1.3286216,0.00020582752228089,0.001686109576299169
20,ESRP1,1.8949727,0.00022733378924569324,0.0018388574732961542
20,PSMB6,1.1295145,0.00021150322445087418,0.0017285477680888171
20,ACBD3,1.8448968,0.00024764507446105755,0.001980177443650459
20,TMEM68,2.3630052,0.0002515243686416069,0.002006770347872539
20,DYNLT1,1.0718906,0.0002172110679870564,0.001766435634545254
20,UBE2E3,1.6024839,0.00024045279186536402,0.0019294766525646098
20,ACTA2,3.5655842,0.000270654082079834,0.0021396190780031184
20,LSM2,1.458757,0.0002468969857101301,0.0019763047248819374
20,NDUFA8,1.6752857,0.00025461945988509933,0.0020285465329231414
20,RCN2,1.8579942,0.00026659665431313744,0.0021121492800411897
20,PAIP1,2.0895572,0.0002804406524044472,0.002202576995725916
20,TRIM47,2.7226284,0.0002995447178235691,0.002328407847336122
20,MRPS18A,2.6539624,0.00030702318620233834,0.0023814331605861304
20,TIMP2,1.8802085,0.0002777653486822893,0.0021844045447131704
20,TPM2,2.9630678,0.00031133037911671753,0.002410715840345467
20,GSN,1.6912285,0.00028463038374295475,0.0022305438471932654
20,SET,1.2482722,0.0002825310534727941,0.0022170737689616183
20,CDC5L,2.3279638,0.0003161337391525158,0.0024426923655659224
20,MRPL24,1.1536635,0.0002519492836235447,0.002008392552437992
20,EXOSC4,1.9688637,0.00031511386613752477,0.002435850341780346
20,NBEAL1,1.3601639,0.00031402939960112965,0.002428502955021193
20,NDUFA13,1.3772538,0.0003226785429574554,0.002486902188856205
20,GCSH,2.1830013,0.0003598084246148095,0.0027450535829093648
20,DNAJC19,1.4689097,0.00033677817479701533,0.002587866881960787
20,PLPP2,1.7114894,0.0003456545417941246,0.0026482163478876147
20,SLC39A1,1.9071018,0.00035815928331979176,0.0027338751208208097
20,ARHGEF35,2.1967313,0.0003553897721406088,0.002716138846133622
20,GDI2,1.7085044,0.00036657118635638627,0.0027872633788096532
20,KRT8,1.1264429,0.0002879483652977241,0.0022534758597462816
20,CTSD,1.3118931,0.00031753130313934465,0.0024514011635463798
20,KIF5B,1.4079936,0.0003623866844700575,0.002760077071171736
20,GHITM,1.2341741,0.00035759588728970026,0.0027316226923305505
20,SAMM50,2.3364258,0.0004035955960206284,0.0030306451404581323
20,CTGF,3.1420884,0.000407795927961951,0.003057631745765914
20,ATP1B1,1.7313114,0.000391111926331714,0.0029478943403804486
20,PSMC4,1.6576875,0.0003965370529300693,0.0029813468098147515
20,BEX4,1.7927997,0.0004278873180459781,0.0031853443179545977
20,ZFAND1,1.8826784,0.0004377778074198486,0.003250962029946578
20,C1orf198,2.5091066,0.0004568113516083619,0.0033702154540515977
20,LY6E,2.2627795,0.000460154560469887,0.0033934994782903343
20,SPTSSA,1.3844366,0.00043564501559149025,0.0032364496711585833
20,ZSCAN18,2.2892227,0.00046484606643515164,0.003426703800841803
20,TRAM1,1.2576326,0.00043382960542701006,0.0032242842384483028
20,FAIM,3.093327,0.0004945126252045982,0.003608707873222122
20,MPC2,1.4716483,0.0004670719257559825,0.0034363759589920427
20,CBX1,1.928499,0.00048574016153765784,0.003554708077591088
20,UBE2V2,1.867258,0.0004999035469612219,0.003643647605856883
20,CYC1,1.4383323,0.000489456308705022,0.0035775703660870703
20,HRCT1,5.3793483,0.0005440626474853778,0.003918245375831324
20,TLN1,1.2726651,0.0004453968978026935,0.0032940471507423193
20,NDUFC2,1.0306791,0.00044611887276317934,0.0032980411119813017
20,NKX2-5,7.5880494,0.0005563162092500011,0.003989060096944133
20,GGH,2.653833,0.0005367850235345219,0.0038704463490892116
20,PNKD,1.302114,0.0004871061034450876,0.0035632656727801063
20,CRABP1,3.2947874,0.0005583041514945953,0.003996990266249024
20,UQCRC1,1.8528254,0.0005465287274534526,0.003932880604425857
20,RAD23B,1.3847225,0.0005297655145921432,0.003828971085730374
20,ISG15,2.0816486,0.0005569120107508145,0.003990175501533602
20,ANXA1,1.9477942,0.0005571597290515183,0.003990373136513975
20,ILF2,1.5610979,0.000563659198420454,0.004024202556032914
20,GSDMD,2.0750773,0.0005817658198322549,0.004133935325793526
20,RAD21,1.4646959,0.000555773346941024,0.003986744542936266
20,ACP1,1.0885211,0.0005136461706728316,0.0037363018201390123
20,FXYD5,1.6254499,0.0005696416953308654,0.004060517110209437
20,SLC35B2,2.8829138,0.0006122481091705114,0.0043284795144047815
20,SMDT1,1.0101359,0.0005160351348077498,0.003750669161451516
20,SEPT2,1.3312207,0.0005567976151060374,0.003990175501533602
20,PYURF,1.3387387,0.0005801434583128051,0.004124707947038308
20,NAE1,2.3876836,0.000619627328632393,0.004373825773410976
20,RPL7L1,1.8851953,0.0006323717620147581,0.004448287296288095
20,FDPS,1.4841943,0.000624678102991523,0.0044043329338496065
20,GOLGA4,1.2521611,0.0005909726097403575,0.004186229189825502
20,MANF,1.9141061,0.000657945413710081,0.004601302667562746
20,HSBP1L1,1.8105088,0.0006481507369874454,0.004545078688344845
20,ANXA11,1.1768605,0.0005863896054270403,0.00416026785815106
20,TCEAL8,1.6043535,0.0006486145376939579,0.004546572206024119
20,PODXL2,3.0338972,0.0006881906203249469,0.00478146085650836
20,PHF20L1,2.004147,0.0006850053581123135,0.0047677895989883205
20,IER3IP1,1.2772602,0.0006328894401824928,0.004448385762771635
20,BEX2,2.3191016,0.0007043095719598342,0.0048766308674239554
20,HPS1,2.1280763,0.0007015645994009075,0.004861338491338016
20,PSMG2,1.3154926,0.0006644759427400645,0.004639813333609071
20,SLC44A2,2.316462,0.0007282140653875687,0.005019139301627551
20,DDAH2,1.6655179,0.000730018612084254,0.0050296645310723195
20,RRAGA,1.5671155,0.0007243155070636804,0.0049941678191492336
20,ERGIC2,1.794196,0.0007553275154543822,0.005182370125905218
20,RAB34,1.2873313,0.0006792714583441794,0.004735828355924977
20,HIST1H2AE,3.88905,0.0008052679950221788,0.005473225701449957
20,CHMP1B,1.8413954,0.0007719601161773778,0.005288481113358778
20,H1F0,1.9688197,0.0007787788824571843,0.0053211175281950174
20,AGTRAP,1.7480899,0.0007612437443298926,0.0052209857561361945
20,CALU,1.4991679,0.0007629234320040236,0.0052305268728959665
20,SS18L2,1.6734381,0.0008086584773644167,0.005492151449675827
20,LDHB,1.5859954,0.0008048555554501405,0.005472474363707688
20,MDFI,3.134529,0.000862334487685588,0.005798047944464634
20,AGPAT2,2.6093838,0.000887270015460351,0.0059261398563926985
20,CMTM7,2.5688655,0.0008826737043157662,0.005908503042146194
20,KRT19,1.7429687,0.0008060796685161448,0.0054766889622159505
20,LAPTM4B,2.3860197,0.0008865317336324396,0.005925234272057731
20,DPM3,1.3993461,0.0008407139360396236,0.005677951385465819
20,NUPR1,1.5548404,0.0008662281402599503,0.005815599073515599
20,C1D,1.3885155,0.0008296652154384264,0.005609601402555895
20,DDT,1.4808613,0.0008850527500628997,0.005920055793501913
20,EIF6,1.0175266,0.0007896807523956777,0.005383430988595882
20,MPZL1,1.4573885,0.0008718414419130717,0.005846788685741121
20,TXNL4A,1.4529945,0.000897716453221103,0.005991497108814041
20,CLDN23,4.9427853,0.000976098849437859,0.006415425614126204
20,MIA,3.7862203,0.0010008722279902192,0.006542665299956259
20,DNAJA1,1.0459474,0.0008632740645683099,0.0058022131881459976
20,EMC10,1.4801977,0.0009387121323940957,0.006207966006533299
20,SLBP,1.6146884,0.0009641895260529699,0.006350967855654864
20,ELAVL1,1.2655108,0.0009226857375223089,0.006126565701123404
20,PAFAH1B3,1.3571957,0.000947393949884691,0.00625853138832354
20,ROPN1B,3.6395183,0.0010501235117899624,0.006803284095145336
20,CRIPT,2.0942917,0.001040063175127758,0.0067496391238772305
20,BAG2,3.6553638,0.0010661684894525804,0.006894911240922913
20,UBA3,2.1248765,0.001039160070450294,0.0067496391238772305
20,HSP90AB1,1.4009554,0.0010698065150324418,0.006913505418179348
20,PEX2,1.8467559,0.001070290159664952,0.006914165974428577
20,TUBB,1.4597418,0.0010530000338850167,0.006812181161396751
20,ANP32B,1.3531185,0.0010713717499561152,0.006916223543965277
20,NEU1,1.7326462,0.0011050999132626517,0.007118744181845091
20,PDHA1,1.985267,0.0011272344284469738,0.007230494863573352
20,DCTN3,1.4518609,0.001105847775225386,0.007121031126646739
20,NUDT5,1.5201998,0.001114602249696164,0.007169764010022132
20,TMED2,1.2584057,0.0011195165301866557,0.007193885636043143
20,RANBP1,1.3622396,0.001152715482714719,0.007370466862493726
20,MSLN,5.4315615,0.0012413585689787794,0.00785413849210413
20,LGALS1,1.6630784,0.0011438115073554244,0.007326456252237378
20,NDRG2,2.5041573,0.0012742047565036305,0.008045109585907805
20,SDHC,1.0905266,0.001167872885456791,0.0074568622031261885
20,DECR1,1.9880612,0.0012767489367011618,0.008055561425541929
20,ACAA2,2.1745746,0.001284171735041413,0.008099575866769551
20,GPATCH8,1.6501156,0.0012555820466584689,0.007938589382552517
20,SUMO3,1.095608,0.0012057654641380088,0.00766102718837353
20,CACYBP,1.6148492,0.0012946764520530914,0.008151649894535042
20,MFAP2,2.6855798,0.0013870762340876886,0.008658240666428212
20,C1QBP,1.1405569,0.0012987313981677917,0.008174341685620682
20,CLDN3,1.8528839,0.0013950672485695602,0.008696296171099167
20,APH1A,1.2194904,0.0013468619285892896,0.008430444122768666
20,MRPL15,2.2268186,0.0014515600878720692,0.00899877897156532
20,SOX4,1.7314531,0.0014254118817204156,0.008859987063625832
20,FBXO17,3.113408,0.0014733420580000183,0.009115109721968032
20,COPRS,1.4933372,0.0014150472769226899,0.008805548228210641
20,UBE2R2,1.5678725,0.0014581515701124947,0.00903655162783904
20,PCBP4,2.9667034,0.001530493841250137,0.009414069175548434
20,PSMA4,1.18861,0.0014281776557596834,0.008872027541451603
20,ST6GALNAC5,4.38461,0.0015630255442583639,0.00958489987847475
20,NDUFAF3,1.3027753,0.0014714204041813325,0.00910943909378245
20,PDCD2,1.6440637,0.001539367858305955,0.009465441372968808
20,CBY1,2.1503823,0.0015755877812518584,0.009648878280659608
20,CCDC167,1.7758723,0.0015660191825317743,0.00959383903819096
20,LZTS2,1.9736594,0.0015410426024126797,0.009472526027105679
20,DNPH1,1.7499377,0.0015937903034939787,0.009736650645573587
20,PSMD4,1.4961823,0.001589900718809439,0.009716834231240291
20,HSPB11,1.5886923,0.0016466348380005632,0.010009574013560098
20,CDC42EP1,2.3272066,0.0017083494701740215,0.010329303150715306
20,CDK4,1.3462559,0.0016478599644976933,0.010010307498810217
20,EBNA1BP2,1.0965497,0.0015763935227208223,0.009650552308801196
20,DCK,2.1113298,0.0017134407638187664,0.01034628272010086
20,CCDC14,2.0792353,0.0017859122601104208,0.010712518709140173
20,NFKBIL1,1.9584813,0.0017645296120582783,0.010605314415709687
20,CNIH4,1.293173,0.0017285349018900896,0.010413144621655586
20,RXRB,2.7979205,0.001845783351736995,0.011027855905384479
20,TIPRL,1.6337535,0.0017820477479838983,0.010692876374612421
20,VDAC3,1.7398114,0.0018258111933704888,0.010915725429494344
20,MRFAP1,1.0324835,0.0017282806717546222,0.010413144621655586
20,MKRN1,1.2317059,0.0017709277328464732,0.010633192121002987
20,MAGED1,1.9082224,0.0019222967130581674,0.011422565927914317
20,RAB2A,1.2864037,0.0018907695229465765,0.011248434244323135
20,ARF1,1.0879444,0.0018724006149207478,0.011153797550663291
20,TSR3,1.5605755,0.001925949898163214,0.011435209238127934
20,LRRC42,2.202685,0.002005027768436637,0.011861990325865183
20,OLA1,1.6161044,0.00198269589657356,0.011749044954948978
20,HACD1,3.56035,0.0020711637581013556,0.01218169547148062
20,ADIPOR1,1.1896881,0.0019170420188643332,0.011397251779584706
20,RFC2,2.3179157,0.002051887998564039,0.012084007066267164
20,BRMS1,1.5349578,0.00197373612382145,0.0117025254521823
20,SEPT7,1.1369104,0.00192256019452014,0.011422565927914317
20,IGFBP7,2.150147,0.0020023198906012527,0.011849837628772088
20,FYTTD1,1.7587963,0.0020278805580825235,0.011969843984487758
20,CDKN2A,2.4701273,0.0020732590867452642,0.012190064049766917
20,NDUFB5,1.5718688,0.00207741886779704,0.012210561548818725
20,FANCL,2.2736995,0.0020841506886846474,0.012246158681940553
20,CHI3L2,2.4497426,0.002115076534188205,0.012395729820636789
20,SRPK1,1.9616123,0.0021136826278650624,0.012395575863898412
20,CDC26,1.563063,0.0020663665073095295,0.012161371973376571
20,MCM3,2.3056667,0.002145910509138825,0.012548038644890154
20,RNF130,1.4140799,0.00202565708486716,0.011960614324881762
20,PEX13,2.571996,0.0021700596802102473,0.012672896850248437
20,ANXA4,1.4835296,0.0021206265489258063,0.012420225348102776
20,TMEM14B,1.3939373,0.002215811388899594,0.012890248089404026
20,SCNM1,1.4185374,0.0022199207418888223,0.012905870201481297
20,DCAF12,2.166947,0.002324285282828021,0.01341793608975272
20,ARPC4,1.7017826,0.0023149927923825377,0.013381245623963044
20,KCTD1,2.2190497,0.0023411200443302295,0.013480776062126451
20,PYCR1,1.372894,0.002237095031750182,0.012993214239197548
20,APOE,2.213875,0.002368936414122095,0.013610684747635883
20,ID4,3.120726,0.002464467983828694,0.01402618874187213
20,MRPL47,1.2443974,0.0023238436097242914,0.01341793608975272
20,C4orf48,1.4969447,0.0024000053980527155,0.01373694280091619
20,AIF1L,2.9902477,0.0024953276397908326,0.014181025073779326
20,EAPP,1.2089552,0.002329474086223467,0.01343078141252315
20,TWF2,1.9805017,0.002458410467773843,0.014000504728035329
20,UGP2,1.3491359,0.0023958576950909626,0.0137218680691671
20,TMEM43,2.2892637,0.002504938964713178,0.014221499339971935
20,SLC25A1,1.5620999,0.002453483326740923,0.013994428025120426
20,NCBP2-AS2,2.0347955,0.0025596613685344117,0.014454511410412239
20,HYAL2,2.322981,0.0025716365060451762,0.014514885245684579
20,TXNDC9,1.332669,0.0024259393798108787,0.01385912484646448
20,ARHGEF9,2.2791474,0.0025798457803828906,0.014550362308961002
20,RAB4A,1.2720711,0.0024955850380844074,0.014181025073779326
20,NONO,1.2208457,0.002522443010696698,0.014300975251320566
20,SSRP1,1.984268,0.002629004958098037,0.014781629303797493
20,EN1,3.374862,0.0026684991789239043,0.014928710522315218
20,SNRPB2,1.0274329,0.0024575411173527943,0.014000504728035329
20,PLP2,1.6102068,0.0026049634533229257,0.014669205504313351
20,UBE2L6,1.8958533,0.002665107407913081,0.014924436819042451
20,PMVK,1.1951995,0.00253832905608301,0.01435193100424726
20,ITM2C,2.8379247,0.002704619493098222,0.015094408113113139
20,GPAA1,1.9732182,0.002700467848078879,0.015075879483254031
20,TBCC,2.2801983,0.0027115734806146276,0.015115698765510065
20,HACD2,1.9501352,0.0026695298081233273,0.014928710522315218
20,SDC1,1.9245976,0.0026985081726574856,0.015069580297523795
20,GSTA4,2.465471,0.002742287456262267,0.01524829592627795
20,PRAME,5.270161,0.002803988738420444,0.01551975060335814
20,CCNC,1.7975334,0.002739110988257067,0.015239983082914625
20,CFAP20,1.5997118,0.0026682082730827847,0.014928710522315218
20,SCRG1,4.857292,0.0028595166735553715,0.015769534147106242
20,GSDMC,3.7569025,0.0028536077826088217,0.015741737150136978
20,CKB,2.4670203,0.00283006213830107,0.015645177304356054
20,CHMP4C,2.610406,0.0028936409272487685,0.015923809680703834
20,FAM3C,1.9106752,0.0028622206803081457,0.015779645459837517
20,YWHAQ,1.1905202,0.0028518502391180335,0.015739785935391895
20,FAM89A,4.050195,0.003005012116294887,0.016476665042975625
20,FHL2,1.6183743,0.002902230545056969,0.015966231590363485
20,NELFB,2.1572928,0.002968858609555257,0.01629321829107119
20,VTCN1,2.962606,0.00305373039034533,0.016685021296240728
20,PROM1,4.00247,0.003102553838732782,0.01689580630264502
20,SS18,1.9484259,0.003020663015783608,0.016547464033577958
20,LYPLA1,1.3998615,0.002960080212623716,0.016259810307342453
20,HMGB3,1.5433528,0.00293195484628695,0.016115083535064748
20,CSTF3,1.9650396,0.00305037647332058,0.016679992256978023
20,PTPRF,1.4911155,0.0030402303773847217,0.016634547555343448
20,TTYH1,3.0371482,0.0031520302823082047,0.017127353995024228
20,HIST1H2BJ,2.9634638,0.0031533081815415145,0.01712916314258407
20,CNPY2,1.227728,0.0030321166352300084,0.016600174644160182
20,STK25,1.6933249,0.003080525139644709,0.016799241638489663
20,TUSC3,2.388754,0.00317595062344927,0.017200614565660268
20,GLRX3,1.573245,0.003104757036140043,0.01689580630264502
20,AHSA1,1.5872988,0.003118198039285207,0.016958768634300316
20,INTS8,2.5322502,0.0031742927161942957,0.017196773480709505
20,MGP,2.2170646,0.003159987143912408,0.017155162311380718
20,RGS10,1.3757087,0.003155267780311487,0.017134673173668763
20,TMEM54,1.5219991,0.0031723896665500264,0.017196773480709505
20,PBDC1,1.7226721,0.0032677840711425876,0.01761901304509271
20,S100P,1.9795227,0.0032884503662367576,0.017693600412221344
20,OFD1,1.6079142,0.003284333814278639,0.017676698055649906
20,EIF2A,1.5006175,0.003265236365707663,0.017610514609099317
20,MTX2,1.7688587,0.003326593806985004,0.017877606267185642
20,PRKRA,1.6479342,0.003335531554751608,0.017920326168637344
20,CLIC4,1.647935,0.0033635403058418618,0.01804574689448629
20,PART1,2.4348757,0.0034191052405488924,0.018251243821021473
20,DPM1,1.8468406,0.003430328033858479,0.01828814479740455
20,MAD2L1BP,2.2823734,0.003449895433275984,0.018377852935238356
20,C1orf131,1.3171216,0.0032830345209723813,0.01767495300316791
20,CKS1B,1.3248751,0.0033477271260342334,0.017980518404036312
20,RRP36,1.8868613,0.003462960980102185,0.018424741322662842
20,FAHD2A,2.9003153,0.003538422659285087,0.018727485420218057
20,WWTR1,2.1571715,0.003492334254046611,0.01854835717055462
20,S100A13,1.0952578,0.003320480638879513,0.01785004523753527
20,SDHAF3,1.9283034,0.0034893751429501737,0.018538072454940737
20,NUDT3,1.9163526,0.003538458518466754,0.018727485420218057
20,SMAP1,1.4281034,0.0034591692279967645,0.018415377561203334
20,H2AFZ,1.0839074,0.0033802998137313725,0.01810256125797548
20,TYW3,1.7009271,0.0035306634205406894,0.01871354848659096
20,C1orf52,1.5033027,0.003481068940241253,0.01849936578122345
20,FAM96A,1.3707213,0.0035226293585275898,0.01868008831442807
20,OCIAD2,1.4369787,0.0036291626768337622,0.019134913276022573
20,EXOC7,1.2893729,0.003474524176506416,0.01847541793708765
20,SURF1,1.2447972,0.003514584693999203,0.01865555734148698
20,RITA1,1.956634,0.0036442378221863757,0.01920881041080908
20,YIPF3,2.080051,0.003747918612469959,0.019629737269067596
20,GOLGA7,1.6909055,0.0036863431913439658,0.019396906539765477
20,GCNT2,2.5149255,0.003759080291884313,0.0196768260037502
20,EBAG9,1.7574204,0.003761045034847353,0.019681427063128743
20,SYNCRIP,1.266025,0.0037162433032301248,0.01950893204681508
20,PPIC,1.4623765,0.003782171707571972,0.01976434736723039
20,TCEA1,1.0284169,0.003693223335235705,0.019416200521408824
20,MBNL1-AS1,4.203093,0.003975017180777453,0.020546089659524633
20,SLC3A2,1.1445022,0.0037362593414524727,0.019585648664693166
20,PSMD7,1.0975125,0.0037955183783898254,0.01982176941661549
20,KRT14,2.0747182,0.003909216800399782,0.020298394761389678
20,UBE2E1,1.6402861,0.00398784610425727,0.02060652403987216
20,LPP,1.0608076,0.0037823424183219627,0.01976434736723039
20,HDLBP,1.0727234,0.003827465116938711,0.019965600050287198
20,MRPL23,1.2534686,0.0039033047584206533,0.02029114005044198
20,VGLL1,3.5774217,0.004187927214243163,0.021438733864045698
20,TMEM223,1.396151,0.00393958028154429,0.020421152920661524
20,MED30,1.933245,0.004140755994896024,0.021248227490416507
20,TRAF7,1.7118224,0.004088114847209473,0.021041976986523082
20,KRT81,4.6195183,0.004254232001701354,0.021704605543158017
20,HGS,1.2407682,0.003907564836816419,0.020298394761389678
20,OTUD6B-AS1,1.3262352,0.004058525274867173,0.020924029481660195
20,RHOD,1.9226701,0.004165841728189367,0.021349791633273583
20,NSMCE2,1.9374696,0.00417142264299768,0.02137235111634227
20,CIB2,3.0543814,0.004217287003913043,0.02156467179687778
20,TOMM40,1.4797987,0.004142998925542616,0.0212507474599069
20,DNAJC2,1.3972452,0.004146674909214409,0.021261230976863683
20,APOO,2.6625292,0.004350682411979098,0.0221033688570474
20,COMT,1.2098924,0.004199928521707684,0.021488033957943888
